x,y,c
59.46,6,1
56.72,3,1
55.09,4,1
59.63,3,1
54.41,4,1
46.15,5,1
29.92,4,2
52.07,3,1
57.64,6,1
55.9,3,1
44.65,4,1
60.79,6,1
50.38,6,1
62.09,3,1
51.05,4,1
53.11,2,1
64.75,7,1
61.68,6,1
51.3,5,1
59.63,1,1
56.13,6,1
42.12,4,1
60.37,7,1
37.6,6,2
51.12,4,1
46.04,2,1
42.52,10,1
66.51,10,1
37.17,5,2
55.8,5,1
56.27,4,1
65.04,8,1
43.77,6,1
63.01,7,1
42.77,6,1
44.26,8,1
55.84,9,1
52.42,7,1
29.67,5,2
46.95,8,1
46.28,5,1
55.74,5,1
56.12,3,1
54.26,4,1
56.04,1,1
60.79,8,1
50.19,5,1
50.72,6,1
52.72,2,1
61.67,5,1
47.17,5,1
51.93,5,1
38.38,6,2
57.32,9,1
39.57,4,1
68.99,4,1
35.39,7,2
56.91,8,1
48.66,4,1
57.91,4,1
41.25,6,1
46.26,8,1
27.99,2,2
40.4,5,1
45.54,3,1
34.68,6,2
48.75,6,1
46.79,7,1
53.83,6,1
51.13,5,1
61.03,7,1
32.3,5,2
55.84,5,1
29.73,4,2
58.43,5,1
45.56,3,1
56.99,7,1
42.04,4,1
54.03,3,1
49.17,5,1
55.12,6,1
39.28,6,1
39.88,4,1
34.49,8,2
50.52,7,1
40.7,2,1
53.33,3,1
34.04,5,2
45.54,11,1
52.09,8,1
45.01,8,1
52.06,3,1
58.46,5,1
37.58,7,2
46.91,2,1
48.57,8,1
25.39,7,2
53.29,8,1
55.97,3,1
39.14,7,2
48.74,4,1
52.26,2,1
67.57,7,1
38.43,4,2
29.59,4,2
39.81,8,1
37.84,3,2
53.56,2,1
48.79,2,1
37.66,2,2
52.05,7,1
65.27,6,1
38.74,6,2
29.28,3,2
21.6,3,2
28.7,0,2
46.08,7,1
42.02,5,1
49.96,1,1
48.05,9,1
61.36,5,1
52.83,7,1
69.19,4,1
33.2,3,2
51.27,5,1
54.48,2,1
42.47,7,1
46.2,5,1
47.92,2,1
49.43,5,1
38.26,5,2
30.5,5,2
48.88,7,1
49.45,4,1
60.69,6,1
57.36,7,1
51.15,6,1
30.3,1,2
55.41,3,1
44.98,3,1
56.9,10,1
36.37,5,2
55.2,1,1
66.98,9,1
65.93,3,1
50.89,5,1
40.97,3,1
46.17,3,1
43.19,5,1
42.01,6,1
66.26,6,1
48.41,6,1
64.68,10,1
65.17,2,1
40.48,4,1
38.74,7,2
39.83,4,1
42.94,3,1
54.04,7,1
35.32,6,2
62.47,4,1
39.72,7,1
47.95,9,1
40.29,7,1
51.25,5,1
51.77,3,1
32.28,8,2
44.08,5,1
52.84,4,1
48.98,3,1
57,8,1
58.22,5,1
41.38,2,1
45.01,7,1
43.28,9,1
52.78,9,1
37.25,8,2
53.88,3,1
53.84,6,1
52.7,1,1
44.56,4,1
50.16,7,1
51.76,4,1
40.61,4,1
56.47,8,1
41.94,6,1
62.92,7,1
65.48,7,1
48.82,2,1
39.13,4,1
30.27,4,2
47.01,6,1
39.04,4,1
36.6,4,2
60.09,3,1
38.5,7,2
60.46,3,1
48.26,5,1
46.74,2,1
44.85,2,1
61.38,6,1
63.88,6,1
44.43,4,1
59.64,6,1
55.07,1,1
56.72,7,1
52.33,4,1
47.04,7,1
45.59,6,1
45.47,5,1
50.18,3,1
38.85,8,2
51.57,3,1
56.38,1,1
43.52,8,1
53.46,5,1
45.74,4,1
46.48,6,1
50.63,8,1
43.06,3,1
34.77,4,2
47.34,5,1
59.12,11,1
41.22,4,1
46.41,10,1
45.58,4,1
45.28,7,1
55.43,6,1
54.32,4,1
40.04,3,1
62.46,5,1
60.24,4,1
54.78,6,1
52.11,4,1
46.1,6,1
46.13,9,1
45.62,5,1
56.74,3,1
42.62,4,1
74.88,7,1
33.22,3,2
39.93,4,1
60.35,2,1
54.66,4,1
34.96,6,2
58.1,8,1
46.64,2,1
63,6,1
48.1,9,1
38.66,3,2
48.91,0,1
63.5,4,1
44.26,4,1
36.23,3,2
45.16,5,1
49.35,8,1
49.73,11,1
54.63,5,1
54.04,7,1
60.63,6,1
40.05,0,1
61.61,1,1
45.63,8,1
40.1,4,1
35.24,7,2
49.02,7,1
50.07,8,1
54.38,4,1
56.85,3,1
42.39,4,1
49.53,4,1
37.42,8,2
57.2,6,1
38.4,4,2
50.1,5,1
53.42,1,1
50.55,4,1
45.7,7,1
48.56,3,1
59.31,7,1
46.6,4,1
49.49,3,1
40.67,5,1
62.34,3,1
56.89,7,1
52.19,4,1
39.67,5,1
49.69,5,1
56.33,3,1
44.21,5,1
43.54,6,1
33.63,5,2
58.27,1,1
40.18,6,1
50.38,5,1
37.68,5,2
50.65,3,1
44,7,1
50.05,8,1
56.99,7,1
66.04,5,1
33.17,2,2
45.31,6,1
64.43,8,1
52.05,4,1
45.12,4,1
55.8,8,1
55.43,4,1
43.25,4,1
55.56,4,1
47.95,8,1
66.13,5,1
50.75,2,1
64.75,4,1
36.52,7,2
60.46,4,1
49.37,9,1
50.69,7,1
70.29,8,1
50.64,2,1
38.68,4,2
56.9,3,1
43.42,8,1
40,6,1
66.08,4,1
62.75,6,1
50.25,10,1
41.55,3,1
51.98,3,1
56.02,5,1
47.55,3,1
45.86,6,1
44.31,4,1
63.6,2,1
51.62,6,1
47.76,3,1
49.68,9,1
45.02,5,1
37.79,3,2
49.27,5,1
39.67,9,2
50.9,9,1
29.54,5,2
44.2,6,1
59.43,5,1
45.78,8,1
48.82,5,1
51.48,6,1
36.11,9,2
47.52,6,1
57.27,9,1
47.95,5,1
49.19,7,1
54,4,1
52.27,7,1
62.39,4,1
48.22,5,1
71.83,5,1
42.53,3,1
41.02,9,1
39.76,8,1
54.67,4,1
65.55,3,1
56.67,5,1
58.09,3,1
45.26,11,1
48.47,6,1
60.23,2,1
39.97,3,1
67.34,1,1
67.87,3,1
29.69,6,2
54.15,5,1
51.15,3,1
50.1,5,1
68.64,3,1
54.16,3,1
43.23,3,1
63.62,4,1
52.73,3,1
64.16,7,1
50.08,3,1
47.15,3,1
49.3,1,1
43.37,4,1
49.88,5,1
55.95,8,1
47.52,8,1
56.61,6,1
53.26,6,1
55.77,5,1
44.67,7,1
55.07,4,1
39.75,3,1
65.73,5,1
49.55,3,1
59.63,4,1
54.67,5,1
56.32,8,1
44.71,6,1
45.95,3,1
54.84,6,1
47.34,6,1
45.73,3,1
48.84,7,1
57.45,6,1
60.97,9,1
50.64,4,1
52.12,5,1
34.72,5,2
53.49,4,1
56.82,3,1
50.26,5,1
44.29,6,1
29.93,4,2
58.14,7,1
43.63,8,1
52.03,4,1
55.81,6,1
69.54,7,1
35.54,6,2
37.06,8,2
44.46,4,1
53.36,11,1
54.1,8,1
41.54,8,1
37.17,2,2
48.39,5,1
51.92,7,1
60.39,7,1
40.03,4,1
32.36,5,2
65.55,2,1
58.83,3,1
59.37,6,1
74.91,5,1
51.97,5,1
35.67,5,2
41.93,4,1
48.01,6,1
29.85,6,2
57.22,7,1
52.76,4,1
71.84,3,1
57.11,5,1
45.24,3,1
65.49,6,1
58.16,9,1
30.44,3,2
58.54,7,1
55.85,5,1
54.94,7,1
66.46,6,1
44.42,6,1
63.96,5,1
44.38,5,1
67.31,5,1
54.63,2,1
50.98,0,1
66.8,6,1
52.43,6,1
39.4,8,2
50.63,3,1
49.28,6,1
72.16,5,1
36.74,7,2
52.48,8,1
59.95,7,1
65.88,8,1
49.83,9,1
60.85,5,1
59.7,10,1
66.76,2,1
50.68,4,1
44.67,5,1
53.88,4,1
48.34,4,1
46.08,3,1
58.53,8,1
53.43,6,1
51.34,8,1
74.11,6,1
55.79,5,1
71.3,8,1
59.34,9,1
73.13,3,1
38.97,4,1
31.88,7,2
26.14,5,2
35.39,8,2
60.21,6,1
49.17,0,1
35.29,3,2
51.57,5,1
56.01,4,1
59.08,5,1
56.78,6,1
56.02,5,1
31.3,5,2
56.1,9,1
60.55,7,1
64.6,3,1
32.09,6,2
52.49,6,1
61.01,7,1
57.26,6,1
34.42,6,2
44.44,7,1
45.53,5,1
44.78,6,1
31.13,6,2
39.02,4,1
53.34,2,1
51.01,5,1
48.81,6,1
50.16,4,1
66.56,4,1
51.05,4,1
51.44,5,1
49.22,5,1
44.82,7,1
55.23,8,1
45.51,3,1
44.53,4,1
25.9,3,2
61.28,6,1
30.89,5,2
41.6,6,1
69.79,6,1
47.48,3,1
50.64,3,1
62.55,3,1
40.97,6,1
64.38,6,1
72.33,5,1
57.8,8,1
60.3,7,1
45.25,8,1
61.46,6,1
50.14,3,1
51.31,2,1
41.42,6,1
33.65,8,2
37.09,7,2
35.76,7,2
54.8,6,1
41.47,6,1
43.54,4,1
42.72,3,1
56.12,2,1
51.91,6,1
39.26,7,2
50.81,5,1
53,5,1
43.65,8,1
58.17,5,1
58.88,5,1
49.9,6,1
49.94,3,1
63.02,3,1
41.73,4,1
58.95,2,1
52.33,6,1
49.25,7,1
71.63,6,1
53.34,8,1
40.49,5,1
35.32,2,2
41.45,3,1
61.34,5,1
43.15,8,1
42.32,5,1
30.44,4,2
56.59,6,1
45.05,4,1
47.22,7,1
34.87,4,2
47.16,4,1
44.75,3,1
41.62,9,1
47.67,4,1
51.09,7,1
54.14,8,1
74.51,5,1
51.47,7,1
29.96,6,2
35.52,6,2
51.63,7,1
31.73,8,2
65.39,5,1
41.39,10,1
43.95,5,1
54.48,8,1
58.12,8,1
53.04,4,1
43.05,4,1
56.28,7,1
42.21,8,1
35.47,3,2
42.97,8,1
70.3,2,1
41.82,3,1
63.43,10,1
45.45,3,1
56.25,6,1
41.64,1,1
49.85,5,1
44.93,5,1
45.35,6,1
66.26,3,1
56.11,1,1
40.37,4,1
27.14,4,2
46.89,6,1
52.27,1,1
40.92,6,1
58.37,2,1
32.08,4,2
50.93,6,1
67.87,2,1
59.36,7,1
47.05,5,1
59.87,4,1
32.52,10,2
43.65,2,1
49.98,4,1
61.27,6,1
40.5,4,1
62.04,5,1
50.56,3,1
31.4,7,2
41.91,6,1
38.34,4,2
42.44,3,1
45.94,6,1
60.7,3,1
55.02,3,1
50.91,5,1
54.92,2,1
65.84,6,1
55.84,4,1
51.61,2,1
45.94,3,1
31.39,5,2
41.02,7,1
34.61,6,2
34,6,2
34.34,0,2
53.94,4,1
53.75,3,1
69.02,5,1
60.75,5,1
50.41,3,1
49.24,5,1
65.23,5,1
44.8,7,1
48.77,6,1
48.43,3,1
56.71,8,1
53.06,5,1
26.95,8,2
46.54,4,1
43.23,4,1
59.07,1,1
35.88,4,2
49.41,7,1
45,7,1
58.96,6,1
60.01,6,1
43.02,7,1
43.2,7,1
62.91,7,1
39.21,6,1
40.92,7,1
41.31,5,1
69.15,3,1
69.44,8,1
48.14,3,1
53.95,3,1
62.97,2,1
74.19,9,1
51.73,3,1
28.32,3,2
46.75,4,1
47.98,8,1
43.98,4,1
41.47,6,1
77.94,8,1
53.72,6,1
60.71,6,1
52.3,4,1
56.09,6,1
25.69,8,2
45.3,5,1
58.88,6,1
59.43,6,1
57.76,5,1
47.29,3,1
28.69,6,2
42.88,5,1
57.96,2,1
46.72,3,1
60.59,8,1
36.03,6,2
64.94,1,1
53.9,4,1
49.08,5,1
38.58,3,2
38.13,4,2
46.65,3,1
46.88,6,1
49.9,4,1
48.73,8,1
31.88,6,2
62.58,5,1
61.6,3,1
52.03,4,1
28.98,5,2
64.43,3,1
48.26,3,1
53.25,3,1
45.32,4,1
49.93,11,1
50.28,6,1
48.58,8,1
67.82,6,1
59.91,6,1
64.55,7,1
58.33,3,1
32.88,6,2
57.98,6,1
52.67,6,1
51.51,5,1
54.46,3,1
69.63,5,1
49.92,2,1
48.66,6,1
38.6,2,2
39.93,5,1
66.74,6,1
40.44,6,1
52.86,5,1
39.75,8,1
61.33,1,1
57.2,2,1
65.91,3,1
40,9,2
49.98,4,1
66,3,1
52.84,4,1
59.6,5,1
48.82,6,1
41.85,6,1
53.52,9,1
47.65,6,1
56.01,6,1
46.18,1,1
64.8,8,1
69.64,8,1
56.23,2,1
34.12,4,2
61.8,1,1
31.13,4,2
73.18,8,1
55.61,6,1
51.84,2,1
59.76,4,1
54.84,7,1
36.31,6,2
29.94,4,2
49.01,4,1
47.93,5,1
54.86,4,1
34.3,8,2
53.1,4,1
41.62,4,1
67.55,9,1
60.29,6,1
60.44,3,1
30.15,6,2
48.98,7,1
45.56,4,1
46.39,7,1
54.84,3,1
45.67,7,1
47,5,1
40.99,7,1
50.64,5,1
53.24,3,1
61.45,9,1
48.35,3,1
33.51,4,2
47.64,5,1
31.37,5,2
41.53,5,1
56.07,6,1
54.43,4,1
65.17,4,1
50.66,6,1
56.41,7,1
49.76,5,1
44,4,1
55.67,2,1
53.45,5,1
48.64,6,1
39.16,5,1
43.46,6,1
48.79,5,1
51.7,5,1
34.76,5,2
41.93,6,1
64.32,4,1
45.64,6,1
49.3,5,1
41.5,4,1
54.82,5,1
48.47,4,1
43.07,1,1
64.36,6,1
66.9,5,1
60.9,6,1
42.6,5,1
60.85,5,1
66.57,2,1
53.67,6,1
65.02,11,1
43.18,4,1
52,3,1
54.1,4,1
47.57,6,1
49.57,5,1
44.84,7,1
55.73,1,1
37.3,5,2
55.44,5,1
47.04,4,1
51.36,9,1
70.59,2,1
56.02,6,1
46.99,7,1
53.64,3,1
39.17,4,1
39.19,8,2
52.8,7,1
55.62,3,1
43.95,3,1
39.31,6,1
42.46,5,1
47.59,4,1
40.71,5,1
31.62,2,2
31.14,9,2
39.21,6,1
50.7,7,1
47.91,4,1
54.47,4,1
47.52,2,1
65.2,7,1
59.48,4,1
62.58,5,1
50.47,6,1
53.41,3,1
83.42,5,1
58.78,3,1
41.65,7,1
53,3,1
56.12,0,1
37.54,5,2
46.08,7,1
34.55,7,2
46.45,4,1
66.17,6,1
44.1,2,1
56.24,5,1
53.48,5,1
70.32,4,1
46.94,6,1
36.98,6,2
49.3,3,1
27.04,6,2
45.28,6,1
50.03,2,1
68.13,2,1
26.78,2,2
58.24,5,1
46.98,6,1
34.04,9,2
53.49,4,1
44.63,2,1
51.27,6,1
62.51,4,1
42.25,5,1
39.53,6,1
46.59,4,1
27.8,6,2
52.12,7,1
49.26,7,1
55.56,5,1
40.53,4,1
53.96,1,1
44.44,7,1
61.23,3,1
32.67,3,2
36.99,3,2
49.41,4,1
57.89,6,1
50.86,5,1
57.64,8,1
51.43,5,1
37.73,3,2
58.56,3,1
45.26,4,1
37.1,6,2
44.41,3,1
50.62,7,1
55.14,1,1
39.01,5,2
52.11,7,1
64.48,5,1
48.69,6,1
57.18,5,1
59.04,6,1
48.86,7,1
59.12,7,1
45.86,7,1
60.78,0,1
56.91,5,1
34.95,0,2
47.84,4,1
48.14,2,1
44.89,1,1
65.76,9,1
41.39,8,1
66.81,5,1
58.92,3,1
46.72,7,1
44.12,2,1
53.59,2,1
60.9,5,1
38.06,7,2
64.21,7,1
56.61,8,1
48.03,5,1
48.63,4,1
46.73,5,1
51.97,5,1
60.65,5,1
54.41,6,1
65.88,5,1
38.04,4,2
26.27,4,2
60.05,6,1
50.65,4,1
50.07,4,1
44.68,1,1
69.88,7,1
48.53,6,1
61.06,8,1
54.4,4,1
65.32,3,1
48.91,2,1
47.33,3,1
49.7,3,1
35.97,7,2
55.46,5,1
49.48,4,1
45.89,8,1
45.69,3,1
70.45,6,1
58.45,6,1
65.42,6,1
38.21,5,2
42.86,4,1
44.62,2,1
58.27,6,1
34.84,8,2
56.96,7,1
58.07,11,1
51.52,8,1
36.76,7,2
51.86,4,1
57.16,4,1
48.67,3,1
59,4,1
54.36,2,1
41.52,4,1
46.37,5,1
51.91,6,1
65.6,6,1
61.92,4,1
40.24,5,1
65.11,5,1
26.3,7,2
41.87,6,1
51.6,6,1
43.69,4,1
63.9,7,1
72.04,3,1
50.67,4,1
57.78,1,1
69.93,3,1
56.26,6,1
44.91,7,1
52.01,7,1
41.83,5,1
49.27,5,1
40.09,5,1
75.09,5,1
44.64,4,1
41.63,6,1
54.41,5,1
27.46,5,2
52.21,5,1
74.91,4,1
25.48,5,2
52.75,4,1
45.21,7,1
49.97,6,1
55.33,5,1
30.34,6,2
53.01,4,1
58.27,6,1
41.23,6,1
46.1,4,1
60.1,5,1
51.02,7,1
52.59,4,1
43.26,2,1
50.62,8,1
46.51,8,1
49.64,5,1
50.67,4,1
65.59,9,1
45.58,7,1
55.72,5,1
44.47,4,1
55.88,5,1
47.4,6,1
64.15,8,1
61.37,1,1
35.09,4,2
47.59,5,1
53.96,4,1
63.61,5,1
45.05,4,1
43.89,5,1
57.82,7,1
50.96,3,1
42.94,5,1
67.08,1,1
49.88,6,1
37.35,5,2
53.29,6,1
37.04,5,2
50.28,4,1
50.96,6,1
46.38,6,1
34.79,4,2
38.92,7,2
46.54,4,1
62.24,10,1
50.96,1,1
53.23,6,1
53.89,2,1
74.41,5,1
50.85,5,1
62.67,1,1
36.33,8,2
50.48,8,1
43.32,4,1
50.78,2,1
49.62,4,1
52.6,4,1
45.29,9,1
64.98,3,1
41.82,4,1
55.3,4,1
52.57,7,1
51.53,2,1
46.71,4,1
52.3,3,1
43.69,6,1
29.7,6,2
53.59,5,1
48.51,8,1
29.01,3,2
56.14,9,1
56.83,5,1
59.93,7,1
52.72,4,1
59.63,3,1
32.63,4,2
26.62,5,2
66.95,5,1
35.24,2,2
66.96,4,1
54.87,6,1
70.04,1,1
45.11,6,1
44.77,2,1
75.68,7,1
53.45,5,1
55.01,6,1
34.24,4,2
52.42,5,1
37,5,2
49.14,6,1
49.35,6,1
32.54,8,2
52.15,4,1
47.49,5,1
54.5,5,1
31.58,6,2
59.91,7,1
34.02,6,2
57.14,2,1
38.27,8,2
33.56,7,2
57.74,4,1
51.29,5,1
51.87,4,1
41.31,5,1
16.39,8,2
56.55,5,1
41,6,1
31.72,2,2
63.75,4,1
67.15,7,1
33.66,8,2
40.32,6,1
52.41,3,1
56.56,4,1
50.32,5,1
50.72,5,1
25.17,6,2
45.32,6,1
45.15,7,1
38.63,4,2
63.43,4,1
32.45,6,2
34.68,7,2
49.89,2,1
66.63,9,1
34.11,5,2
56.86,4,1
46.14,5,1
69.49,1,1
67.46,4,1
37.83,7,2
52.81,5,1
35.42,3,2
48.84,4,1
58.43,2,1
37.76,5,2
29.88,4,2
49.48,2,1
36.84,5,2
53.5,5,1
48.95,2,1
51.91,6,1
72.14,6,1
51.91,6,1
32.58,6,2
52.68,3,1
58.94,5,1
63.95,3,1
36.88,5,2
57.25,3,1
44.51,6,1
58.4,7,1
38.4,4,2
44.95,5,1
47.87,4,1
35.83,6,2
24.58,4,2
48.71,5,1
56.67,3,1
48.72,6,1
47.6,1,1
55.05,6,1
62.81,6,1
50.86,4,1
51.63,4,1
27.83,5,2
50.4,7,1
53.69,5,1
48.17,4,1
38.25,6,2
54.66,3,1
42.41,7,1
52.04,1,1
67.41,4,1
50.71,7,1
48.45,6,1
58.03,4,1
64.12,4,1
41.6,7,1
42.32,6,1
69.72,4,1
60.39,7,1
57.86,6,1
58.88,6,1
54.94,7,1
48.64,4,1
69.66,4,1
55.4,9,1
42.27,4,1
58.67,1,1
58.64,1,1
49.85,8,1
37.14,2,2
33.95,5,2
40.72,6,1
56.34,6,1
72.41,7,1
48.52,7,1
68.6,4,1
61.86,7,1
52.59,5,1
50.94,6,1
58.56,7,1
62.48,7,1
27.48,5,2
37.26,1,2
70.3,3,1
42.54,5,1
54.23,5,1
52.43,11,1
54.87,4,1
33.42,4,2
67.51,7,1
52.69,1,1
55.16,7,1
52.11,4,1
54.27,6,1
56.07,5,1
46.64,5,1
39.64,4,1
43.58,7,1
54.64,5,1
39.87,4,1
52.7,7,1
45.53,4,1
50.34,6,1
53.39,4,1
44.5,8,1
62.6,6,1
53.76,4,1
54.1,7,1
56.2,6,1
49.33,7,1
72.9,7,1
45.83,2,1
57.25,0,1
66.67,5,1
34.86,3,2
51.34,6,1
49.93,5,1
49.43,7,1
49.56,4,1
64.63,8,1
68.18,5,1
56.45,6,1
35.82,5,2
51.35,6,1
48.34,5,1
45.94,6,1
42.37,5,1
60.81,6,1
36.82,5,2
47.77,6,1
59.02,3,1
60.99,4,1
63.68,4,1
40.54,5,1
47.81,6,1
49.72,4,1
58.11,7,1
60.73,5,1
47.39,7,1
63.15,0,1
71.55,4,1
55.78,7,1
44.77,3,1
36.18,5,2
55.18,5,1
67.74,1,1
59.16,8,1
55.51,8,1
40.01,1,1
49.71,6,1
56.49,4,1
55.05,7,1
57.91,7,1
50.49,3,1
56.18,6,1
51.35,2,1
48.29,5,1
30.16,5,2
57.01,7,1
42.9,6,1
64.85,6,1
61.21,7,1
31.6,5,2
43.61,3,1
35.6,1,2
55.47,9,1
37.15,7,2
48.09,5,1
49.65,11,1
31.25,4,2
54,6,1
47.68,4,1
48.19,6,1
37.64,7,2
63.66,1,1
34.94,5,2
34.41,4,2
47.46,2,1
60.78,6,1
55.58,4,1
44.49,4,1
36.07,5,2
49.26,7,1
64.9,6,1
53.25,3,1
54.25,7,1
48.47,3,1
50.56,5,1
45.67,7,1
59.67,3,1
47.77,5,1
51.2,9,1
52.57,5,1
56.52,7,1
63.71,6,1
63.72,8,1
65.08,3,1
48.42,5,1
41.08,2,1
46.2,5,1
47.74,7,1
50.78,5,1
62.3,5,1
38.42,2,2
51.55,6,1
41.31,6,1
57.2,5,1
51.97,7,1
34.74,4,2
62.81,4,1
55.97,4,1
54.99,6,1
58.13,4,1
66.86,6,1
45.03,11,1
53.54,7,1
23.2,8,2
64.13,6,1
53.11,3,1
62.58,8,1
57.68,2,1
29.13,5,2
58.83,5,1
44.83,7,1
40.46,7,1
58.92,4,1
56.04,6,1
41.14,6,1
48.35,7,1
56.17,1,1
47.57,5,1
44.22,5,1
52.85,4,1
41.15,7,1
47.82,4,1
66.89,3,1
43.25,7,1
74.47,5,1
47.43,2,1
49.34,3,1
56.37,3,1
50.64,4,1
60.36,5,1
45.74,5,1
60.32,5,1
59.08,5,1
40.87,5,1
63.55,1,1
54.65,4,1
53.47,4,1
41.7,5,1
55.76,7,1
53.33,5,1
49.58,4,1
40.9,5,1
54.32,5,1
52.11,11,1
54.34,3,1
41.75,5,1
49.19,5,1
46.8,6,1
30.97,8,2
42.42,4,1
30.31,6,2
32.95,10,2
58.13,6,1
64.32,3,1
39.93,4,1
40.63,3,1
48.81,6,1
40.34,2,1
54.29,9,1
47.92,7,1
55.11,6,1
58.93,6,1
34.04,6,2
50.3,8,1
51.38,4,1
42.02,1,1
39.33,6,1
49.76,7,1
46.96,1,1
58.61,5,1
32.53,4,2
38.94,8,2
46.81,9,1
50.56,5,1
37.57,6,2
49.86,5,1
53.57,4,1
35.15,5,2
36.91,6,2
60.04,5,1
41.25,3,1
49.53,7,1
44.54,7,1
53.61,3,1
62.81,7,1
49.22,8,1
52.34,7,1
55.11,3,1
50.03,9,1
54.39,3,1
47.56,5,1
39.39,8,2
46.85,7,1
37.68,7,2
50.56,5,1
179.22,95,3
192.34,69,3
140.25,92,3
184.28,70,3
200.58,50,3
197.99,95,3
199.81,32,3
168.45,70,3
197.87,74,3
172.08,87,3
164.31,45,3
162.56,56,3
165.2,74,3
211.36,5,3
157.51,59,3
208.47,26,3
180.95,85,3
167.83,70,3
144.23,49,3
163.82,79,3
186.28,4,3
182.21,72,3
149.08,78,3
171.83,50,3
212.8,51,3
185.3,49,3
170.11,49,3
175.82,80,3
234.52,88,3
164.03,86,3
200.77,79,3
168.47,56,3
184.79,89,3
158.61,71,3
192.11,68,3
176.49,82,3
190.97,76,3
175.93,53,3
157.99,44,3
197.56,57,3
140.32,56,3
162.56,23,3
181.12,58,3
197.26,76,3
156.85,58,3
164.13,99,3
187.37,86,3
174.32,28,3
145.21,96,3
178.05,29,3
183.7,74,3
121.07,57,3
171.16,51,3
148,66,3
162.93,75,3
163.17,91,3
184.96,65,3
178.28,71,3
190.13,52,3
167.55,70,3
176.01,70,3
157.02,21,3
173.72,84,3
224.47,52,3
219.46,75,3
156.79,46,3
193.01,43,3
191.2,70,3
183.98,61,3
181.04,58,3
192.37,99,3
185.03,41,3
202.94,80,3
178.47,99,3
213.93,47,3
188.36,63,3
164.08,71,3
173.91,75,3
175.29,34,3
208.65,45,3
212.49,25,3
183.78,56,3
162.3,74,3
164.83,53,3
172.53,76,3
179.26,79,3
187.12,99,3
191.47,93,3
202.02,38,3
188.06,75,3
201.54,90,3
165.23,57,3
183.92,29,3
166.22,77,3
167.75,41,3
219.54,39,3
209.43,64,3
145.28,91,3
185.5,67,3
168.77,55,3
174.41,36,3
169.45,67,3
159.2,46,3
184.76,56,3
228.21,61,3
151.81,67,3
158.47,100,3
186.03,65,3
169.85,99,3
154.52,51,3
198.3,99,3
149.71,78,3
182.53,99,3
204.62,38,3
224.94,27,3
177.2,87,3
182.4,83,3
189.88,97,3
214.17,73,3
159.8,58,3
150.8,8,3
149.55,7,3
154.72,19,3
188.1,15,3
151.59,4,3
209.27,11,3
184.26,7,3
184.77,15,3
168.27,14,3
178.52,17,3
190.16,12,3
176.3,18,3
195.01,10,3
176.1,5,3
186.4,19,3
158.63,13,3
190.1,6,3
198.1,3,3
165.93,1,3
162.35,13,3
203.98,11,3
177.21,16,3
192.25,12,3
164.47,7,3
210.88,12,3
171.76,12,3
180.06,8,3
166.36,1,3
203.85,12,3
200.37,1,3
149.51,10,3
180.26,15,3
203.91,12,3
203.13,11,3
139.35,6,3
158.88,20,3
194.37,15,3
170.38,16,3
179.61,15,3
221.45,3,3
181.05,4,3
179.97,0,3
192.78,7,3
174.71,9,3
168.64,5,3
156.17,17,3
186.51,15,3
173.21,14,3
166.02,12,3
159.14,8,3
207.13,13,3
183.67,14,3
171.29,14,3
200.64,10,3
179.25,12,3
177.43,10,3
180.8,9,3
166.45,17,3
156.41,10,3
172.5,5,3
158.02,8,3
179.76,8,3
163.26,13,3
177.75,12,3
184.44,5,3
187.98,15,3
146.8,18,3
196.9,1,3
171.24,1,3
220.23,2,3
200.41,7,3
207.52,10,3
183.1,14,3
175.04,10,3
173.26,19,3
159.7,11,3
175.37,18,3
198.44,3,3
168.76,5,3
165.87,3,3
145.73,9,3
179.68,0,3
184.94,11,3
227.52,7,3
149.36,9,3
182.32,15,3
200.6,18,3
183.21,13,3
195.43,9,3
185.17,4,3
179.33,5,3
196.17,12,3
183.14,9,3
156.71,17,3
174.79,10,3
174.48,4,3
220.39,7,3
189.07,4,3
152.64,16,3
185.33,8,3
176.88,7,3
171.65,15,3
166.33,8,3
163.94,0,3
192.77,14,3
206.13,9,3
173.2,16,3
171.41,12,3
202.04,7,3
168.84,7,3
178.48,7,3
188.51,13,3
187.13,19,3
192.89,15,3
163.5,9,3
174.78,14,3
182.67,9,3
193.88,9,3
147.55,12,3
182.63,12,3
169.78,15,3
225.68,2,3
206.08,15,3
154.75,13,3
165.07,8,3
197.07,14,3
183.97,11,3
165.07,4,3
213.82,7,3
155.84,13,3
188.57,9,3
199.02,9,3
189.61,16,3
178.34,9,3
187.46,7,3
193.3,7,3
169.02,4,3
165.71,6,3
169.48,1,3
174.91,12,3
171.99,13,3
179.52,8,3
172.02,14,3
161.32,9,3
164.26,11,3
206.47,21,3
158.71,9,3
207.08,4,3
177.63,7,3
193.4,12,3
190.06,19,3
171.15,5,3
198.13,16,3
160.23,4,3
167.46,14,3
195.66,4,3
175.16,13,3
194.29,10,3
188.86,6,3
182.61,10,3
180.45,4,3
191.98,10,3
184.19,14,3
211.8,9,3
199.29,21,3
201.79,1,3
187.37,14,3
215.94,8,3
182.43,9,3
210.69,2,3
212.54,13,3
205.43,7,3
185.52,16,3
188.19,3,3
179.74,11,3
217.21,8,3
170.23,13,3
180.18,11,3
191.03,1,3
199.33,9,3
206.15,14,3
170.85,16,3
137.67,4,3
197.27,14,3
148.83,1,3
